DaysMedia,Ideology,VotingDuty,TrustPeople,AttendServices,Education,RoughProtestors,Feminist,HuffPostNews,FoxNewsWeb,GunsOwned,ClintonPostFT,TrumpPostFT,FundamentalistFT,FeministFT,PoorFT,BigBizFT,RichFT,PoliceFT,ScientistFT,BLMFT,WeedLegal,WomenHome,ObamaMuslim
7,99,7,2,4,9,2,1,-1,-1,1,100,0,70,85,100,70,60,85,70,100,1,3,8
7,6,1,2,4,13,5,3,0,1,10,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,5,1,2,2,13,3,3,0,0,0,50,60,50,40,70,50,50,70,60,30,2,1,8
7,99,1,4,4,12,3,3,0,1,4,0,15,50,40,60,40,40,100,60,40,2,4,3
7,99,7,1,-1,10,2,3,0,1,0,50,50,70,60,100,50,85,85,100,70,1,4,8
7,6,1,3,1,6,3,3,-1,-1,0,0,100,100,0,85,60,60,60,70,0,2,1,1
7,6,1,2,4,10,5,3,-1,-1,5,0,85,70,30,50,70,60,70,60,0,2,1,-8
4,2,2,3,2,13,1,2,1,1,0,85,15,50,85,85,40,50,30,50,85,1,4,10
5,5,1,3,1,9,4,2,1,0,2,0,100,40,0,100,100,0,100,60,0,2,4,-8
7,4,1,2,3,10,1,3,0,0,2,85,0,70,70,85,15,15,85,70,85,1,3,9
7,99,7,3,4,9,1,3,-1,-1,0,60,40,100,999,100,100,85,100,60,70,2,2,5
3,99,2,2,2,9,2,3,-1,-1,5,50,50,50,50,70,40,40,70,60,60,1,4,6
1,3,6,3,2,9,1,2,-1,-1,0,100,15,30,70,70,60,70,85,60,70,3,3,9
2,99,1,5,4,10,1,1,0,0,0,60,0,60,100,100,40,30,30,40,100,1,4,10
7,99,1,2,-1,10,1,3,1,0,0,0,70,0,40,50,40,50,100,70,50,1,4,7
6,5,1,2,1,14,4,2,-1,-1,5,15,70,50,70,85,70,85,99,100,40,2,1,-8
7,1,1,4,-1,13,1,1,0,0,0,60,0,0,100,70,0,0,0,30,100,1,4,10
7,4,1,3,-1,13,4,2,0,0,0,30,70,70,50,50,15,60,85,70,30,1,6,9
2,99,1,4,3,9,1,2,-1,-1,0,60,70,100,100,100,100,100,70,40,100,1,1,5
7,1,1,2,-1,14,1,1,-1,-1,0,60,0,0,100,100,0,50,40,100,100,1,4,10
3,7,7,5,-1,10,2,3,-1,-1,-9,50,70,70,60,70,85,70,70,70,70,1,4,8
7,6,2,2,1,14,4,3,0,1,0,0,85,50,15,50,60,60,100,60,0,3,4,5
7,5,6,2,4,12,2,3,-1,-1,5,60,30,100,50,100,100,70,100,50,100,1,4,7
7,7,1,2,2,15,4,3,0,0,8,15,70,100,15,70,60,85,100,60,15,2,1,5
7,5,5,3,-1,13,2,2,1,0,6,15,30,40,60,50,40,50,70,70,50,1,4,9
7,4,1,4,-1,13,4,3,0,1,10,10,20,0,50,50,60,50,75,100,30,1,4,9
7,4,1,3,3,9,1,3,-1,-1,5,50,70,100,85,100,70,60,100,85,85,2,1,-8
7,2,1,2,-1,14,1,1,0,0,0,100,0,40,85,60,30,50,85,85,100,3,4,10
7,5,5,4,3,10,1,3,0,1,0,30,60,50,50,60,50,50,50,60,40,1,4,7
6,99,6,3,3,8,2,2,-1,-1,2,40,40,50,60,60,50,40,50,40,40,3,4,-8
7,5,3,5,1,3,3,2,-1,-1,0,85,0,30,0,60,30,15,60,70,40,2,3,-8
7,4,2,3,4,13,1,2,0,1,0,70,30,50,70,85,50,50,85,100,70,1,3,10
5,4,7,4,2,14,2,2,0,0,2,40,15,60,70,85,30,50,85,70,50,2,4,9
7,4,2,4,2,11,1,3,-1,-1,0,70,0,60,50,60,45,40,60,100,100,3,3,9
7,3,2,2,3,13,1,2,0,0,0,30,40,30,85,85,50,50,85,100,40,1,4,10
7,1,1,2,-1,12,4,3,0,0,0,60,0,85,15,100,30,0,0,85,100,1,1,10
7,1,7,3,-1,95,2,3,-1,-1,0,0,40,999,100,70,85,50,40,50,85,2,-8,-8
5,99,2,2,2,2,-9,2,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,1,2,2,-1,14,1,2,1,0,0,85,0,0,100,100,30,40,100,100,70,2,2,10
7,99,1,3,1,9,1,3,-1,-1,0,70,-9,60,100,100,60,50,100,100,100,1,4,-9
4,3,4,2,-1,13,2,3,0,0,1,30,70,60,50,50,50,50,100,70,40,1,4,6
3,5,7,3,4,9,3,3,-1,-1,1,0,70,50,50,100,60,100,85,70,0,3,1,3
7,3,5,3,-1,10,1,1,1,0,0,40,15,0,100,60,0,50,85,60,70,2,4,8
7,5,4,2,-1,13,5,3,0,1,-9,15,85,15,30,50,60,50,85,85,0,1,4,2
7,7,1,2,1,11,3,3,0,1,0,0,100,100,15,85,40,85,100,50,0,2,2,3
5,99,1,4,2,6,5,3,-1,-1,0,50,100,50,100,100,85,15,100,70,60,2,4,4
4,3,7,2,1,10,3,2,1,1,0,85,30,85,70,85,50,50,60,50,70,3,2,8
5,4,6,3,-1,12,2,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,6,7,2,-1,9,3,3,1,1,5,0,70,70,0,60,40,60,85,70,0,2,4,6
7,5,1,4,3,11,1,3,1,0,0,40,60,85,40,100,30,70,100,85,50,1,1,9
6,99,1,2,3,9,4,2,0,0,5,70,15,70,50,50,40,40,50,85,60,1,4,10
6,4,1,4,4,13,1,2,0,0,0,85,15,40,85,70,60,70,70,100,85,3,1,8
2,3,2,2,1,10,1,2,0,0,1,70,15,50,60,50,50,50,85,60,50,2,4,9
7,2,1,2,3,15,3,1,0,0,0,70,0,15,85,85,0,40,85,100,100,3,4,-8
7,7,7,4,-1,11,1,3,0,0,11,0,60,15,0,50,50,70,50,40,0,3,1,-8
3,6,1,3,3,9,3,3,0,0,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,99,5,3,3,6,5,3,-1,-1,10,85,100,40,40,70,85,15,50,60,40,1,1,-8
7,2,1,2,-1,13,1,1,-1,-1,3,80,20,-9,80,70,50,70,70,80,70,1,4,10
1,4,6,4,2,10,3,2,0,0,0,15,85,85,50,85,40,70,100,70,60,1,1,4
5,4,2,3,1,9,4,2,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,7,1,2,1,10,4,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
4,99,7,2,-1,9,2,3,0,1,1,60,60,100,50,100,60,100,85,100,50,2,4,6
2,99,4,5,3,9,1,3,0,0,12,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,99,7,4,-1,8,4,2,-1,-1,0,85,0,998,998,998,998,30,998,70,998,-8,-8,-8
7,6,1,4,1,8,-9,-9,-1,-1,-9,100,30,999,999,100,100,70,100,85,100,-8,-8,-8
7,4,1,4,2,13,4,3,0,0,1,0,85,40,15,60,60,60,100,85,15,3,1,2
5,4,1,2,3,13,3,3,1,1,2,60,40,0,50,50,40,50,60,70,40,2,4,7
1,99,4,2,-1,10,2,2,0,0,0,85,15,50,85,50,50,50,85,60,50,1,4,6
7,4,4,4,3,9,2,2,-1,-1,0,75,0,999,50,50,60,50,70,70,50,2,4,6
7,2,7,2,-1,10,3,1,0,0,0,60,0,0,60,70,50,50,85,85,70,1,4,8
7,3,6,3,-1,13,1,2,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,7,1,2,1,13,5,3,0,1,5,15,85,85,0,50,60,50,100,50,0,2,1,4
5,5,6,2,3,13,1,3,-1,-1,1,50,70,70,60,60,60,50,70,70,60,3,4,8
4,99,7,5,2,10,4,3,0,0,11,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,5,1,2,1,13,2,3,1,0,0,15,60,60,50,70,40,50,85,50,70,1,4,9
7,99,1,2,-1,11,4,3,1,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,99,7,4,1,13,4,3,0,0,0,0,70,85,15,100,0,50,100,85,0,2,2,3
4,99,7,3,3,6,3,2,-1,-1,0,40,85,70,100,100,50,50,60,85,70,1,4,8
7,2,1,2,3,14,1,3,1,0,0,60,30,999,40,85,60,60,40,100,85,1,4,10
7,4,1,4,-1,12,1,3,1,1,3,60,40,50,60,65,50,40,65,100,50,1,2,9
7,6,1,3,4,12,4,3,0,1,0,0,85,50,60,100,85,0,100,85,15,1,4,1
2,3,7,4,3,10,1,3,0,0,0,60,30,50,40,70,60,50,85,60,60,3,3,-8
7,3,3,3,-1,13,2,3,0,0,4,30,40,50,30,70,15,40,40,100,50,1,2,9
7,6,1,4,4,9,1,3,1,0,0,70,0,15,60,100,0,50,85,100,100,1,4,10
4,4,6,3,4,13,1,3,-1,-1,0,30,60,40,50,50,30,50,60,100,60,1,3,6
5,6,7,3,1,9,3,3,0,0,0,0,100,50,0,100,50,30,85,60,0,1,4,1
4,6,5,2,3,9,4,3,0,1,10,10,80,50,0,100,25,25,100,40,0,1,2,3
7,6,2,2,4,13,5,2,0,0,-9,0,70,50,70,70,60,50,70,50,15,2,4,3
6,7,1,2,1,9,5,3,-1,-1,-9,0,70,50,0,100,60,60,70,70,15,2,1,-8
5,2,6,2,-1,13,2,2,0,0,0,85,15,40,70,70,60,50,85,85,70,3,4,2
7,99,7,2,3,10,4,2,-1,-1,3,30,50,40,50,70,40,40,85,50,30,1,4,8
5,99,4,5,3,10,4,1,-1,-1,1,30,100,60,100,40,60,60,85,40,50,2,4,1
1,6,7,3,-1,9,4,3,-1,-1,0,0,100,0,50,50,70,50,100,50,0,2,4,2
7,6,6,2,1,9,2,3,0,1,-9,15,60,85,15,100,50,50,85,50,40,2,-8,8
7,5,7,3,1,10,5,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,99,7,5,-1,9,1,3,0,1,0,100,0,100,50,100,85,100,100,85,100,3,4,7
7,2,1,2,1,13,1,2,-1,-1,0,70,15,40,70,80,35,50,80,70,85,1,4,9
2,99,6,3,1,4,2,3,-1,-1,6,0,70,85,85,85,60,50,70,60,50,2,4,2
2,4,2,4,4,7,1,2,1,0,0,70,0,60,100,85,15,40,15,100,100,1,4,8
7,6,1,2,1,14,2,3,0,0,-9,0,85,75,50,90,60,85,100,85,0,3,2,3
7,2,2,2,3,13,3,1,-1,-1,0,85,15,70,85,100,40,50,50,50,70,2,7,10
7,99,6,2,-1,11,4,2,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,5,1,2,-1,13,1,3,1,1,3,30,30,0,30,50,30,40,60,50,40,1,1,10
7,5,2,3,4,9,1,3,1,1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,99,4,3,2,6,2,3,-1,-1,0,0,85,70,60,30,85,70,85,85,50,1,4,2
7,5,1,2,3,13,3,3,0,1,1,30,40,50,60,100,70,85,85,100,85,1,5,10
5,4,7,2,-1,8,1,3,0,0,-9,30,0,50,50,85,15,50,100,85,30,1,2,5
7,5,2,2,2,13,4,3,0,0,2,15,70,85,40,70,60,70,85,70,30,3,4,8
5,6,2,2,1,13,1,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,5,7,3,-1,10,1,2,0,0,0,40,15,60,60,70,30,50,60,60,60,3,3,7
7,5,2,3,4,13,2,2,-1,-1,0,60,30,70,70,85,60,998,60,100,70,3,4,8
7,2,6,2,-1,13,1,3,0,0,2,15,15,0,60,50,50,50,70,100,70,1,4,10
7,4,3,2,1,11,2,2,0,0,6,0,85,998,50,50,50,50,100,70,30,2,1,2
2,99,7,4,4,10,1,3,-1,-1,0,60,30,50,50,50,50,50,50,50,50,1,4,6
7,4,1,3,1,9,5,3,-1,-1,0,85,70,85,70,100,85,85,85,100,60,2,1,5
7,2,7,2,1,12,3,3,0,0,0,85,40,70,100,85,30,50,100,100,85,1,4,8
7,7,1,2,4,10,3,3,0,0,4,0,70,50,0,70,70,100,100,50,0,2,1,-8
4,4,2,3,3,13,2,3,0,1,4,15,70,60,50,60,60,50,85,85,40,3,1,6
7,5,7,2,-1,13,1,3,0,0,0,0,60,40,0,50,40,50,70,100,0,1,1,-8
5,2,1,3,1,15,3,2,0,0,0,100,50,50,50,100,50,50,50,100,50,3,1,10
5,2,5,4,-1,11,1,1,0,0,0,60,0,50,100,100,30,50,30,100,100,1,4,10
5,5,3,2,-1,9,1,2,-1,-1,0,40,60,70,85,60,40,50,100,85,30,3,4,3
7,5,7,3,4,9,4,2,0,0,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,3,1,2,-1,9,1,3,0,0,0,85,0,60,60,70,85,70,70,85,70,1,1,4
1,6,2,3,1,12,2,2,-1,-1,2,0,60,85,70,100,85,70,85,100,30,3,4,3
4,99,2,4,2,9,4,3,-1,-1,0,50,60,999,60,70,85,70,85,85,85,2,2,3
2,99,1,4,1,9,5,3,-1,-1,2,0,85,50,50,85,70,60,100,85,50,2,4,-8
7,5,1,2,1,10,4,3,0,1,0,0,95,60,50,60,85,60,90,85,50,1,4,1
6,4,6,3,3,13,3,2,-1,-1,2,70,15,40,50,60,40,40,40,60,70,1,4,6
1,99,5,3,1,11,3,3,-1,-1,2,40,60,50,30,50,50,50,100,50,40,3,4,-8
7,99,7,4,-1,7,1,3,0,0,0,70,0,998,70,-9,50,998,80,100,60,1,2,1
7,1,1,2,3,14,2,1,1,0,0,85,0,30,90,85,40,50,70,90,60,1,4,5
7,99,5,3,4,7,2,3,-1,-1,0,100,10,85,80,80,60,80,80,85,90,1,4,6
5,3,6,2,1,9,1,2,-1,-1,0,30,0,50,60,100,40,70,60,85,60,1,4,10
7,2,1,2,-1,12,1,1,1,0,2,100,0,0,100,100,40,30,100,100,85,2,3,10
2,2,6,2,-1,13,1,2,-1,-1,0,60,0,30,60,50,50,50,50,85,30,3,4,10
7,2,6,4,-1,11,1,3,-1,-1,0,85,15,70,50,60,0,50,30,70,70,1,4,9
7,99,1,2,2,12,1,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,4,7,4,-1,10,1,3,0,0,0,0,100,40,85,85,60,70,100,100,0,1,1,3
7,6,1,1,2,9,3,3,-1,-1,5,15,85,70,50,70,70,50,85,50,30,2,2,6
3,99,6,3,3,9,4,3,-1,-1,0,50,70,60,60,60,60,40,100,85,50,1,4,6
1,4,6,3,-1,11,2,3,0,0,0,70,70,100,70,85,85,85,85,85,85,2,2,7
4,3,6,4,-1,12,-9,-9,-1,-1,-9,70,15,40,60,85,30,85,85,100,85,1,4,9
7,2,1,3,-1,15,2,2,-1,-1,0,85,0,0,85,70,65,5,75,85,70,3,4,10
7,2,2,3,-1,1,1,1,1,0,0,80,0,45,50,50,2,50,25,75,80,1,4,10
7,3,2,2,1,10,5,2,-1,-1,0,70,70,70,85,85,72,70,70,85,85,1,1,4
7,6,1,4,3,15,1,3,0,1,2,0,100,70,30,100,30,100,80,85,0,2,1,1
7,99,1,4,3,9,1,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,1,1,2,-1,12,3,2,0,0,3,60,0,0,85,85,15,50,85,100,85,1,4,10
2,99,7,2,3,11,4,3,0,0,0,0,100,50,50,50,70,50,100,50,15,3,4,3
7,5,7,3,-1,14,2,2,1,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,1,7,3,2,11,1,1,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,5,5,2,1,9,4,3,0,0,7,40,50,40,60,60,50,60,50,50,50,3,3,6
7,5,1,2,4,14,1,3,0,0,0,15,15,60,60,70,60,50,70,85,60,3,4,10
5,1,1,2,4,14,1,2,0,0,0,100,0,15,100,100,15,50,85,100,85,1,4,8
7,3,6,3,-1,10,2,3,1,1,0,0,60,50,50,70,30,40,70,85,30,2,2,7
7,99,1,2,1,9,4,3,-1,-1,7,0,50,70,50,85,15,0,100,40,70,2,2,3
7,4,1,2,2,10,4,2,-1,-1,0,30,85,50,40,85,60,60,85,50,50,1,4,4
3,5,4,3,3,13,5,2,1,1,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
0,6,6,3,1,10,2,3,-1,-1,2,0,15,100,0,100,70,100,100,70,40,2,1,6
7,6,7,3,2,10,1,2,0,0,1,15,100,70,15,85,70,50,100,70,50,3,1,3
7,4,1,3,4,16,1,1,0,0,0,85,0,15,100,100,50,50,60,100,70,1,4,10
5,99,6,2,1,9,1,3,-1,-1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,6,7,3,2,13,1,3,1,0,1,0,60,15,0,85,85,85,85,85,15,1,4,10
2,2,1,2,-1,16,2,1,0,0,0,85,0,15,100,85,60,85,100,70,998,3,4,-8
4,99,6,2,3,11,3,2,1,0,0,50,2,60,85,52,0,32,99,70,50,2,4,3
2,99,5,2,-1,9,1,2,0,0,6,61,3,50,75,50,50,50,50,50,16,1,4,6
5,99,1,3,4,12,3,3,0,1,5,70,40,40,50,50,40,50,85,85,60,1,1,3
5,2,2,3,-1,10,1,1,1,0,0,70,2,15,97,85,31,19,62,100,61,1,4,10
4,99,1,3,-1,10,1,3,-1,-1,3,19,55,52,29,67,37,50,84,62,21,1,1,7
3,99,1,4,-1,9,1,3,0,0,1,92,4,71,59,95,13,11,89,89,61,1,4,3
7,2,1,2,-1,13,1,2,0,0,0,85,15,0,100,50,50,10,70,100,65,1,4,9
7,6,1,2,3,9,4,3,0,0,0,0,85,50,50,50,60,50,85,50,0,1,4,2
7,5,1,2,-1,10,1,1,-1,-1,1,90,0,30,100,60,70,40,100,100,100,1,2,9
7,99,6,4,-1,10,1,3,0,1,0,2,70,61,1,85,42,17,59,71,2,1,1,3
2,4,7,4,-1,13,1,2,1,0,0,85,0,0,30,50,30,30,30,60,100,1,4,10
6,4,6,3,4,9,3,3,-1,-1,0,15,70,60,60,60,50,60,70,100,60,1,1,2
7,6,4,4,2,13,2,3,-1,-1,30,15,85,50,50,60,70,50,100,85,0,1,2,3
7,6,2,2,3,10,1,3,1,0,-9,1,86,50,0,98,50,50,97,85,0,3,2,1
7,3,1,3,2,14,2,2,0,1,4,13,85,63,59,84,55,67,92,66,1,2,4,6
7,5,6,3,-1,10,5,3,-1,-1,0,10,70,50,10,45,40,55,60,40,10,1,2,8
5,99,7,3,4,10,1,3,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
7,4,1,2,-1,16,3,1,-1,-1,0,85,0,0,85,50,50,50,50,100,60,2,4,10
6,6,6,3,4,12,5,3,0,1,0,5,75,52,15,50,70,85,71,69,0,2,4,6
7,5,1,2,2,10,4,3,0,1,20,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,6,2,3,2,13,2,2,0,0,7,5,84,100,60,60,40,45,77,70,35,2,4,2
6,99,1,3,3,11,4,2,1,1,4,60,0,85,100,100,15,50,70,100,100,1,4,8
7,4,1,2,-1,10,1,3,0,0,3,64,6,0,50,50,40,50,40,92,70,3,4,10
3,2,2,4,-1,13,1,3,0,0,1,62,17,16,30,51,57,50,70,100,31,1,4,9
7,99,7,2,1,9,3,3,0,0,10,0,100,100,0,100,40,50,100,50,0,1,1,2
7,2,7,3,1,10,2,2,0,1,1,95,3,40,53,66,53,51,99,54,53,2,1,10
7,6,2,2,1,13,3,3,0,1,1,30,60,60,50,60,70,50,85,60,15,2,2,7
7,6,1,3,1,10,5,3,-1,-1,2,0,70,85,15,-9,70,50,100,50,0,2,1,2
2,99,4,3,-1,10,2,2,-1,-1,0,50,70,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9
7,5,1,2,1,14,1,3,0,1,1,0,30,60,50,50,60,50,85,50,40,2,4,6
7,3,7,3,4,14,1,1,0,0,0,94,5,36,96,79,43,27,-9,61,45,3,1,10
7,4,6,3,3,12,5,2,-1,-1,0,86,50,-9,100,100,56,71,89,99,100,2,4,10
3,4,1,3,-1,14,1,1,1,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,99,4,3,1,7,4,2,0,0,-9,2,100,51,50,91,28,51,97,47,14,2,1,2
7,6,1,2,1,10,1,3,-1,-1,0,31,84,99,51,85,85,51,85,85,16,2,4,7
7,4,7,3,-1,8,3,3,-1,-1,0,85,0,60,85,70,40,50,85,60,70,2,2,8
2,6,6,4,1,9,1,3,0,0,1,1,91,100,88,100,73,89,99,55,91,3,2,8
5,99,1,2,3,10,3,3,0,0,0,86,0,79,74,87,55,60,84,87,80,3,2,10
6,99,4,3,4,6,4,3,-1,-1,0,15,60,50,15,60,30,30,100,50,0,2,1,5
2,4,2,3,1,15,5,3,1,1,1,30,15,60,50,70,60,60,60,100,40,2,4,9
7,4,6,4,-1,13,2,3,1,0,0,60,0,50,50,60,60,60,85,60,50,3,4,5
7,99,7,2,-1,16,4,3,1,0,0,15,15,88,95,100,73,84,100,99,9,2,1,8
7,4,2,2,2,13,2,-9,-1,-1,0,38,1,75,75,71,32,37,68,82,50,3,4,8
7,4,1,5,-1,11,4,3,-1,-1,0,35,25,50,50,80,70,0,75,100,50,3,4,5
7,3,7,2,3,10,1,2,0,0,0,15,0,60,70,70,0,30,0,60,85,1,4,10
7,99,5,2,4,9,3,3,-1,-1,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,4,1,3,-1,13,2,1,-1,-1,0,100,0,70,100,100,0,0,0,100,100,3,4,10
7,3,6,3,4,12,1,3,0,0,0,16,52,87,49,50,30,51,79,79,45,1,5,6
7,99,7,4,1,10,1,1,0,0,4,100,0,0,100,0,40,40,40,100,100,3,6,10
3,-9,1,2,2,9,2,2,0,0,0,86,0,85,85,100,60,30,40,30,100,2,6,8
7,5,2,2,-9,16,2,-9,-1,-1,-9,70,15,40,40,50,60,50,70,85,50,3,4,10
7,99,2,2,1,13,2,-9,-1,-1,0,40,60,50,70,70,70,70,85,70,50,2,-9,8
7,99,7,3,4,6,1,3,-1,-1,1,0,100,100,85,100,50,40,100,70,70,2,2,3
7,5,4,3,-1,13,4,3,0,0,0,30,70,85,15,85,30,60,100,100,0,1,2,7
3,99,4,3,-1,10,1,3,0,0,0,0,0,70,50,70,0,50,0,85,70,1,1,6
6,1,1,3,-1,9,2,1,1,0,1,70,0,1,70,70,30,39,85,85,71,1,4,10
7,4,1,2,-1,13,1,2,1,1,0,75,0,10,70,50,40,50,70,100,60,3,4,10
7,2,1,2,4,13,2,2,1,0,0,100,0,0,85,85,15,70,100,85,60,1,4,10
4,1,7,2,-1,12,1,1,1,0,0,61,0,0,100,60,0,38,10,97,100,1,5,8
7,3,7,3,1,10,1,1,-1,-1,0,80,40,30,60,80,50,60,80,75,50,2,2,7
7,4,1,2,4,10,3,3,-1,-1,3,40,85,50,50,85,40,50,85,-9,40,3,4,7
5,3,2,4,-1,15,2,2,1,0,0,60,30,15,85,40,40,40,30,85,40,1,4,9
5,6,6,2,1,10,3,3,1,1,5,16,46,70,65,95,51,80,85,54,15,2,3,3
7,5,1,2,1,14,4,2,0,0,2,15,0,40,50,40,85,60,70,70,20,2,4,10
6,99,1,3,1,11,3,3,-1,-1,0,100,50,0,0,85,85,70,70,85,70,2,1,10
7,2,4,3,2,10,1,1,1,0,0,40,0,0,85,50,5,40,75,85,60,3,1,10
6,6,1,2,1,14,3,3,0,1,0,12,68,52,28,51,50,51,81,88,1,3,2,3
7,5,3,2,4,13,5,3,0,0,3,1,96,75,51,79,50,79,93,86,0,1,4,3
4,99,7,4,2,11,3,2,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,5,6,3,3,12,1,3,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
0,6,7,3,4,9,5,3,-1,-1,0,0,70,50,15,50,50,50,100,85,0,3,4,5
3,5,6,2,-1,13,3,3,0,0,4,60,60,31,41,52,41,62,71,86,52,1,1,9
4,2,1,2,-1,11,1,2,-1,-1,0,60,30,30,85,50,30,50,70,85,50,3,2,9
3,5,6,3,3,14,3,2,0,0,0,15,85,50,85,30,100,70,100,85,0,1,4,8
7,7,5,3,2,10,4,3,-1,-1,0,0,70,50,50,70,40,50,85,50,30,3,2,3
7,1,6,3,3,10,2,2,-1,-1,0,100,50,50,60,100,100,100,100,100,0,2,6,8
7,5,1,2,5,13,1,3,0,1,7,15,85,50,85,70,60,60,100,100,40,2,4,7
1,6,7,3,-1,12,3,3,0,0,1,0,85,30,15,70,70,65,75,90,15,2,2,3
6,4,7,4,-1,9,1,3,-1,-1,0,2,85,30,51,85,41,85,100,100,17,3,4,9
5,6,1,3,-1,13,3,3,-1,-1,0,15,60,50,30,50,50,50,85,50,15,3,4,7
7,5,7,3,-1,8,5,3,-1,-1,5,0,0,70,0,85,0,50,0,85,0,3,4,3
4,5,7,2,3,9,1,3,-1,-1,0,85,40,40,40,60,30,40,70,60,60,3,4,8
6,4,1,2,-1,10,3,2,0,1,0,73,1,85,100,100,100,85,85,100,100,2,4,9
5,6,1,3,4,12,3,3,-1,-1,10,0,70,58,31,60,72,61,83,87,0,3,1,8
7,5,6,4,-1,9,2,3,-1,-1,0,0,85,50,30,70,31,15,98,60,1,1,3,5
4,99,4,4,3,90,3,2,-1,-1,0,85,0,60,70,85,70,30,85,85,85,3,1,10
5,4,7,3,3,10,1,3,0,1,0,40,70,-9,88,88,60,86,91,88,50,3,4,8
2,4,5,4,-1,9,1,2,0,0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
7,2,7,2,-1,12,2,1,-1,-1,0,100,0,50,100,100,60,85,100,100,70,1,4,10
7,6,1,2,-1,14,2,2,0,1,0,0,100,50,0,50,85,85,100,30,0,2,2,7
7,7,4,5,4,13,5,3,0,1,6,0,100,85,85,70,15,50,85,70,0,2,1,3
7,99,6,2,-1,10,1,3,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
0,99,7,5,2,9,3,2,0,0,0,30,30,85,15,100,85,70,70,100,100,2,1,9
7,5,1,3,4,10,3,3,0,1,20,0,100,85,40,70,50,50,100,50,0,1,4,1
4,99,4,3,3,13,3,3,0,0,2,7,85,40,50,84,82,75,96,85,15,2,4,4
4,99,5,2,-1,10,3,3,-1,-1,15,30,65,50,50,50,40,50,70,50,40,2,4,6
7,2,1,2,-1,14,3,1,1,0,0,85,0,15,100,60,30,40,70,85,90,3,4,10
6,3,2,3,-1,13,1,3,0,0,1,54,31,0,15,85,30,0,60,62,0,1,4,5
7,6,2,2,-1,16,1,2,0,0,10,16,1,42,50,51,41,50,70,70,50,2,4,10
7,99,7,3,-1,13,3,3,-9,-9,-9,40,70,30,40,50,40,70,70,60,50,1,2,10
7,4,2,4,4,14,3,2,0,0,0,70,0,0,85,60,40,40,60,70,0,2,4,8
7,3,3,2,-1,9,5,2,0,0,0,18,15,40,52,50,47,62,88,84,15,1,3,5
7,3,7,3,3,13,3,2,-1,-1,0,85,3,50,62,85,16,17,43,41,71,2,4,9
7,99,7,4,-1,10,2,3,0,0,1,30,60,50,50,50,50,50,70,50,30,1,4,2
3,99,7,3,-1,13,4,3,0,0,3,72,44,53,45,100,73,41,87,74,74,1,4,3
6,5,2,2,2,10,2,3,-1,-1,1,30,30,70,30,77,50,61,70,61,51,2,1,3
7,5,1,3,-1,9,1,3,-1,-1,0,0,30,0,50,50,50,50,100,30,0,2,4,10
