DaysMedia,Ideology,VotingDuty,TrustPeople,AttendServices,Education,RoughProtestors,Feminist,HuffPostNews,FoxNewsWeb,GunsOwned,ClintonPostFT,TrumpPostFT,FundamentalistFT,FeministFT,PoorFT,BigBizFT,RichFT,PoliceFT,ScientistFT,BLMFT,WeedLegal,WomenHome,ObamaMuslim
3,6,2,5,-1,9,5,3,-1,-1,0,97,-9,60,61,60,60,61,50,60,70,3,4,10
5,2,5,2,-1,13,1,2,-1,-1,-9,100,0,15,85,85,30,50,85,100,85,1,4,10
7,99,4,4,3,5,1,2,-1,-1,0,85,0,51,59,60,50,50,71,60,61,3,3,8
5,3,6,2,-1,13,3,3,0,0,0,70,40,30,70,85,60,60,85,70,70,1,4,9
4,6,6,3,4,13,2,3,0,0,0,61,52,3,0,41,22,85,28,100,0,1,5,1
7,6,6,2,4,13,1,3,0,1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,5,4,4,-1,10,1,3,0,0,0,0,100,50,50,85,0,40,70,50,0,1,1,2
7,2,2,2,-1,14,1,3,0,0,0,100,15,15,70,60,60,50,70,60,60,1,4,10
7,99,4,4,1,10,-9,-9,-1,-1,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
3,5,1,-9,-1,9,-9,-9,-5,-5,-5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
4,6,6,4,-1,9,3,2,0,0,0,0,60,50,50,50,50,50,50,50,0,3,2,3
4,3,5,4,-1,13,1,2,1,0,0,40,0,0,40,60,40,40,15,60,70,1,2,10
6,6,1,2,1,13,5,3,0,0,20,39,60,90,51,90,60,90,90,90,30,1,1,8
7,4,1,3,4,9,3,3,-1,-1,0,16,70,40,51,60,70,70,100,70,60,3,3,9
0,4,5,4,-1,10,2,2,-1,-1,0,60,0,0,100,85,0,50,15,70,70,1,4,5
7,1,1,2,-1,10,1,1,0,0,0,100,0,0,100,100,30,41,43,100,100,1,6,10
7,3,1,3,4,13,2,2,1,0,0,70,0,40,100,100,40,100,85,100,100,2,4,10
3,4,1,2,2,13,3,3,-1,-1,0,30,60,85,30,85,70,85,100,85,60,2,4,8
7,4,6,3,4,15,2,2,-1,-1,3,2,84,96,84,68,98,88,100,67,9,3,4,3
3,3,6,3,4,5,5,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,6,1,2,1,13,1,2,1,0,0,16,16,56,42,85,50,50,69,81,62,2,1,9
6,3,5,5,-1,9,3,3,0,1,1,2,60,61,41,51,51,50,89,70,14,1,3,4
6,6,5,2,3,14,2,2,0,1,0,5,75,65,65,65,70,60,70,95,50,2,4,6
4,2,3,3,-1,13,1,2,-1,-1,0,86,10,15,76,57,30,42,76,98,70,1,2,10
7,3,6,3,-1,9,2,2,0,0,10,60,0,0,86,72,42,1,83,99,71,1,4,9
1,99,1,-9,-1,-9,-9,-9,1,0,50,0,84,13,58,83,84,84,100,69,0,3,1,3
3,-9,1,4,-1,13,1,2,-1,-1,0,60,0,0,50,50,35,50,40,85,40,3,4,10
7,7,1,4,1,13,1,3,0,1,0,0,100,50,0,100,50,50,100,0,0,2,1,1
7,99,1,2,1,14,-9,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,4,7,3,1,9,1,2,-1,-1,1,85,0,0,50,85,15,85,60,50,70,3,1,10
7,7,7,2,2,10,3,3,0,1,0,1,88,50,0,94,17,50,100,50,0,2,1,1
5,5,6,2,1,13,2,3,0,0,5,15,70,70,15,40,15,30,70,100,0,1,4,3
2,3,1,2,1,14,3,3,0,0,-9,93,8,50,40,70,41,50,83,50,50,2,-9,-9
5,5,7,4,-1,9,5,3,1,0,0,15,85,70,30,100,15,0,40,80,0,1,2,8
4,4,2,3,4,11,3,3,0,0,-9,0,100,15,70,100,50,70,100,100,0,3,4,3
7,2,4,2,-1,14,1,1,-1,-1,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
2,6,7,2,1,10,2,3,-1,-1,0,60,85,81,91,70,81,88,90,89,72,2,1,7
4,5,6,2,-1,9,3,3,-1,-1,0,0,85,85,15,85,50,85,85,85,0,1,4,7
5,6,1,3,4,10,5,3,0,1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,6,1,2,1,10,2,3,0,0,0,15,70,15,50,85,50,50,85,100,0,3,3,8
5,4,7,3,2,9,3,3,0,0,2,0,70,41,52,55,57,50,71,62,2,3,1,1
6,99,6,3,-1,11,3,-9,1,1,1,86,5,16,71,85,50,50,84,85,100,1,4,10
7,6,1,2,2,13,4,3,-1,-1,5,32,63,63,41,60,61,51,81,87,20,2,4,10
6,4,3,2,-1,10,1,3,-1,-1,0,70,0,16,50,50,50,50,70,50,50,3,4,10
5,2,2,2,-1,14,1,3,-1,-1,0,70,0,30,50,50,50,50,70,85,85,1,4,10
3,4,4,3,4,13,1,2,1,0,0,85,15,40,40,85,40,40,40,85,40,3,4,10
7,99,7,3,-1,12,1,3,0,0,0,85,0,50,60,70,31,40,98,99,60,3,4,8
2,99,5,3,2,9,2,2,-1,-1,4,50,0,50,3,50,50,50,85,62,-9,3,4,5
0,99,4,3,-1,14,1,3,0,0,0,70,15,50,50,60,15,40,100,100,85,3,4,8
4,6,7,3,2,12,2,3,1,1,0,17,58,56,50,56,70,52,98,98,21,1,4,5
6,3,1,2,2,13,1,2,0,0,0,70,15,40,60,70,30,50,85,70,60,2,3,10
5,99,-1,5,1,9,-9,-9,-1,-1,0,50,50,50,52,60,76,50,92,94,58,3,4,6
3,6,4,4,4,9,4,2,-1,-1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5,99,4,4,-1,10,2,3,-1,-1,0,85,0,60,85,85,70,0,50,70,100,1,4,9
6,6,1,3,3,10,1,3,-1,-1,0,0,78,54,32,53,50,50,85,82,4,3,2,2
7,4,2,4,-1,13,1,2,-1,-1,0,38,60,43,40,43,41,60,43,71,41,2,6,8
1,3,5,2,-1,13,3,2,0,0,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,4,2,3,-1,6,1,2,-1,-1,2,2,4,3,6,10,0,7,4,9,8,3,2,4
5,6,7,3,4,13,3,3,0,1,-9,0,100,70,30,85,50,50,100,30,0,3,2,4
6,6,1,3,4,10,4,-9,-1,-1,-9,0,100,85,50,85,85,85,100,100,0,2,1,-9
7,99,4,4,2,10,3,3,0,0,0,51,100,50,41,50,51,50,85,50,41,2,4,7
1,4,4,2,3,13,5,3,0,0,0,0,85,50,30,40,40,40,100,100,0,1,1,4
5,4,1,3,1,12,3,3,0,1,0,23,49,62,88,86,49,60,100,77,87,1,4,3
7,99,2,3,-1,13,2,3,1,0,-9,63,0,40,77,77,41,39,87,75,0,3,4,7
7,7,2,2,2,5,4,3,-1,-1,1,0,70,100,2,100,48,50,100,51,3,2,1,4
5,99,4,1,-1,-9,5,2,-1,-1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5,6,1,4,-1,14,4,2,0,0,0,0,100,70,70,85,70,70,100,100,0,3,2,2
4,2,1,2,3,14,3,1,-1,-1,0,72,70,71,70,70,70,85,70,85,70,3,4,8
6,4,4,3,3,5,3,3,-1,-1,1,50,50,50,50,50,50,50,50,50,50,1,4,8
5,6,1,2,4,10,2,3,1,1,0,15,85,20,0,80,80,100,100,80,0,2,2,8
3,6,1,3,2,10,4,3,0,0,0,0,85,85,24,85,85,85,91,85,0,2,1,4
5,4,2,3,3,13,3,3,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,6,1,3,1,11,3,3,0,1,2,0,100,70,0,50,50,50,85,50,0,2,4,3
0,99,4,3,-1,9,2,1,0,0,0,0,100,50,50,100,60,0,85,60,0,3,4,8
7,4,1,2,2,13,1,3,-1,-1,9,19,72,75,41,62,32,40,98,81,44,2,4,10
3,4,4,3,2,9,3,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,2,1,2,1,14,1,2,1,0,0,85,1,22,89,81,89,79,91,89,72,1,2,10
6,2,1,2,3,13,2,3,0,0,5,70,0,40,40,85,30,40,85,85,40,1,4,8
6,99,1,4,2,11,3,3,0,0,0,100,0,70,85,70,70,85,85,100,70,1,6,8
7,99,6,3,2,8,4,3,-1,-1,9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
3,7,1,3,-1,14,4,3,0,1,1,0,85,50,1,50,50,50,90,50,15,1,4,5
7,2,1,2,-1,14,1,1,1,0,0,70,0,30,85,50,40,50,60,100,40,3,4,10
3,6,1,3,1,13,5,3,0,0,0,6,87,50,15,50,75,78,85,33,1,2,2,6
7,2,4,4,-1,12,1,2,1,0,1,65,2,3,63,69,37,53,88,92,44,1,4,9
7,5,1,2,4,14,4,3,-1,-1,6,32,86,34,47,51,55,76,99,80,25,1,2,8
2,99,4,4,2,8,1,3,-1,-1,0,70,30,60,0,100,85,0,50,100,100,2,2,6
7,2,1,3,-1,14,3,2,0,0,0,40,15,10,40,50,50,50,70,85,50,3,4,10
5,3,2,3,-1,14,1,3,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,6,1,3,-1,13,2,3,-1,-1,0,2,85,70,17,85,86,72,90,85,0,2,3,3
5,6,2,4,1,13,3,2,-1,-1,0,0,85,60,60,100,85,70,100,15,30,3,4,7
7,99,1,4,-1,13,2,3,-5,-5,-5,86,0,31,61,70,16,31,16,85,60,1,6,10
2,99,2,4,-1,9,1,3,0,0,0,15,15,0,0,50,50,50,50,50,0,3,4,8
6,6,1,2,3,11,4,3,-1,-1,0,0,100,40,0,85,60,85,85,85,0,1,1,7
4,99,1,3,3,10,3,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1,6,3,3,-1,11,4,3,-1,-1,18,15,80,97,51,50,40,63,86,78,17,2,2,10
7,2,3,2,-1,14,1,2,1,0,0,75,0,0,85,90,10,50,95,95,60,1,4,10
1,3,2,3,5,12,3,2,-1,-1,0,30,60,85,80,70,85,70,100,100,60,2,6,3
7,1,4,2,-1,11,1,1,1,0,0,70,0,0,85,50,50,50,85,100,60,1,4,9
7,3,6,2,-1,12,2,3,0,0,0,60,40,50,60,70,60,70,100,100,70,1,4,1
7,-9,-1,-9,-1,10,1,3,0,0,0,31,69,50,50,52,99,61,42,86,52,2,-9,-9
7,4,1,2,-1,10,3,3,0,1,0,60,60,15,40,100,60,15,85,100,40,1,1,4
7,99,7,3,-1,9,5,3,-1,-1,6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,2,3,4,5,14,2,2,1,0,0,85,0,0,50,50,10,10,70,80,65,1,6,10
7,3,4,2,2,11,1,3,-1,-1,0,85,0,70,70,85,85,85,70,85,85,2,4,4
7,4,1,3,4,12,1,3,0,1,4,0,60,50,50,50,60,50,100,98,50,1,4,3
6,3,2,3,3,9,1,1,1,0,0,66,10,28,83,76,36,45,60,63,79,1,6,8
5,2,6,4,-1,9,1,2,1,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
6,2,6,2,-1,10,1,3,-1,-1,0,50,50,15,60,60,50,40,30,85,40,1,4,10
7,6,1,3,4,9,1,2,0,0,0,0,100,61,1,99,98,97,96,50,2,2,4,10
7,1,1,2,5,12,1,1,0,0,0,40,0,0,100,100,0,0,0,100,100,1,4,10
7,2,1,2,-1,9,1,2,1,0,3,0,0,0,85,100,0,40,40,100,100,1,4,10
7,6,1,3,4,13,1,3,0,1,-9,0,85,60,15,85,71,85,100,50,15,3,4,3
4,4,7,2,3,13,2,2,0,0,0,31,59,87,40,81,62,69,71,100,15,1,4,9
7,4,4,2,-1,10,3,3,0,0,0,41,62,31,50,50,51,50,22,98,36,1,4,10
6,1,3,2,-1,14,1,1,1,0,0,80,0,5,100,85,15,30,35,100,100,1,4,10
7,6,1,4,2,9,3,2,-1,-1,2,14,70,56,54,62,36,70,89,65,0,2,2,8
5,5,1,3,2,10,3,3,-1,-1,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
2,99,6,3,-1,90,3,2,-1,-1,0,0,100,53,0,85,52,85,50,85,0,1,4,3
7,2,6,2,1,14,1,1,1,0,0,100,0,40,100,70,40,40,60,80,60,1,4,10
4,99,4,3,3,9,3,2,0,0,0,75,0,86,87,86,84,70,70,98,60,3,4,10
5,2,2,2,4,12,2,2,1,1,0,40,0,0,50,100,10,50,40,100,45,1,4,10
7,2,1,2,-1,11,1,3,1,0,2,100,0,40,85,85,15,50,40,100,100,1,4,10
5,99,2,4,-1,9,1,2,-1,-1,0,100,0,15,85,70,40,50,70,85,70,3,4,8
3,5,6,2,1,13,4,3,-1,-1,4,15,71,86,50,99,61,50,99,70,16,1,4,3
1,3,5,2,-1,13,1,2,1,0,0,81,2,50,70,83,36,50,85,70,50,3,2,4
7,99,1,3,1,9,2,2,-1,-1,0,100,0,83,92,100,70,70,70,85,100,1,4,9
7,4,3,4,4,16,3,2,-1,-1,0,30,30,0,85,85,85,85,85,100,100,2,4,10
7,2,2,3,4,14,5,2,1,0,1,81,0,44,79,80,50,64,74,78,78,1,4,10
7,2,6,3,2,10,1,2,1,0,0,85,15,85,85,85,60,85,70,85,85,3,4,7
7,4,2,2,4,12,3,2,0,0,-9,85,15,15,70,60,15,40,60,85,40,1,4,10
7,6,1,3,1,13,3,3,0,1,5,8,45,92,21,40,50,50,90,40,0,2,2,5
7,6,4,3,1,14,1,3,-1,-1,0,1,61,85,16,60,70,51,84,50,50,2,2,10
7,6,7,2,4,14,3,2,-5,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,2,1,2,4,13,1,3,0,0,2,48,2,31,50,51,51,50,51,84,55,1,4,9
6,7,1,2,1,13,3,3,0,0,0,0,100,84,4,50,59,61,99,60,0,2,2,2
3,99,6,4,-1,9,1,3,-1,-1,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
6,6,1,4,1,9,4,3,0,1,-9,0,100,85,40,85,15,85,85,85,0,2,4,1
5,6,2,3,-1,14,2,2,0,0,0,15,60,40,50,60,40,50,80,80,40,3,3,9
7,99,5,3,-1,9,3,3,-1,-1,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,2,1,2,-1,16,1,2,-1,-1,0,85,0,0,85,100,15,60,60,60,100,1,2,10
5,99,7,4,-1,10,4,1,1,0,0,28,50,52,97,70,40,40,97,97,50,3,4,8
7,3,1,3,-1,9,2,2,0,0,3,70,7,16,72,60,39,60,78,96,54,2,4,10
4,6,1,3,-1,10,5,2,1,1,-9,15,70,0,50,-9,61,50,98,-9,1,1,4,9
7,4,6,4,4,9,3,1,-1,-1,4,30,70,70,80,85,20,65,98,55,50,1,4,8
3,3,7,3,4,16,2,3,0,0,0,70,0,0,100,50,40,40,50,100,70,1,4,10
5,4,2,3,4,10,1,1,0,1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
6,6,1,2,1,11,2,3,0,1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
0,99,7,5,-1,9,3,3,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,6,4,2,2,10,3,3,1,1,0,0,100,60,40,85,60,70,85,70,15,2,2,2
5,99,4,2,-1,9,1,3,0,0,0,0,100,50,0,100,0,50,100,100,50,3,4,2
7,3,3,4,-1,13,1,3,0,0,0,55,6,39,49,50,51,51,49,70,49,1,2,10
5,4,1,2,3,13,1,2,0,0,1,50,85,50,50,50,50,50,85,50,50,1,4,10
7,3,6,2,-1,10,3,2,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,5,7,2,3,11,2,3,0,0,1,30,60,50,50,60,40,40,100,50,30,2,4,8
1,99,7,5,-1,11,5,2,-1,-1,15,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,6,4,5,1,9,5,2,-1,-1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,6,4,2,4,10,5,3,0,0,1,0,75,75,0,41,79,70,41,50,0,1,4,9
7,2,1,2,4,14,2,2,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,99,7,4,2,8,1,2,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,5,1,3,3,11,4,3,1,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,5,6,3,-1,13,5,2,-1,-1,-9,3,42,3,51,60,31,30,97,71,2,3,4,10
4,5,2,3,2,10,3,3,-1,-1,3,30,70,61,28,61,52,41,86,71,31,1,1,3
1,4,4,3,-1,9,1,3,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
4,5,5,3,4,12,4,3,1,1,4,0,70,50,50,100,50,50,100,100,0,1,4,7
5,2,1,4,-1,14,2,2,1,0,0,60,0,0,85,70,0,40,60,100,40,1,6,10
7,2,1,3,-1,13,1,2,0,1,0,70,0,0,85,50,70,50,60,100,50,1,4,10
7,6,6,4,-1,13,3,3,0,0,0,0,50,30,0,30,30,40,30,30,0,1,4,6
3,3,7,3,-1,10,2,2,-1,-1,1,15,40,70,100,85,60,60,70,85,70,2,4,3
3,99,1,4,-1,10,2,1,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,6,2,2,-1,13,3,3,0,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
6,6,7,2,3,12,2,3,-1,-1,0,15,-9,-9,60,100,70,70,85,85,0,2,4,-9
5,3,1,3,3,14,1,1,1,0,0,75,0,0,100,100,40,40,80,100,80,2,4,10
5,5,2,3,3,14,1,2,0,0,0,15,20,10,90,70,90,80,65,90,40,1,4,8
7,2,1,3,-1,16,1,1,0,0,0,98,0,100,100,100,100,100,100,100,100,1,4,10
7,1,2,2,3,16,1,1,0,0,0,100,0,0,100,100,50,50,60,100,96,1,7,10
5,99,1,4,4,13,5,3,0,1,4,0,60,40,50,60,15,50,85,60,0,1,2,7
1,6,6,4,4,9,2,2,-1,-1,0,85,60,100,0,70,15,30,15,15,85,3,6,4
0,99,3,3,4,10,2,2,-1,-1,0,30,70,50,30,100,50,50,100,50,60,3,1,7
7,1,1,2,1,14,1,1,-1,-1,0,85,0,0,85,85,40,50,60,70,85,1,4,10
7,2,2,2,-1,10,1,1,0,0,0,60,15,40,50,50,40,50,50,50,50,2,4,10
5,99,7,5,1,9,2,2,0,0,0,85,50,60,70,70,50,70,85,60,30,3,6,8
7,4,1,2,3,14,2,2,1,0,0,94,50,72,92,85,51,52,69,100,68,3,4,10
7,99,2,3,-1,8,3,3,-1,-1,0,100,50,85,73,100,70,70,98,85,85,2,4,8
2,3,7,2,-1,13,2,1,1,0,0,60,0,7,90,43,22,30,73,79,6,1,2,7
6,5,5,4,4,14,2,3,0,0,0,30,30,50,50,50,60,40,60,70,30,3,4,8
5,99,2,3,-1,13,1,2,0,0,0,70,0,10,85,50,0,0,60,95,65,1,4,9
7,2,1,2,4,14,1,1,1,0,0,85,0,0,95,70,45,45,60,95,85,1,4,10
7,99,5,3,3,13,4,3,0,0,0,40,70,50,30,40,70,42,85,69,57,3,4,8
5,6,2,2,2,9,3,3,0,0,2,4,86,100,31,50,52,53,80,85,50,1,4,2
7,6,1,5,-1,10,4,3,-1,-1,2,1,0,50,51,69,50,50,85,84,50,3,4,9
7,4,1,2,-1,13,1,2,0,0,45,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
6,4,6,2,1,12,4,3,-1,-1,3,0,85,100,0,70,50,50,100,85,15,3,4,3
7,2,1,4,-1,12,2,2,1,0,24,0,60,30,15,100,30,40,40,100,30,1,4,10
7,6,4,2,1,13,3,3,-1,-1,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,2,1,2,1,14,1,2,1,0,2,66,2,59,71,84,6,2,71,70,59,3,2,10
5,99,3,3,2,9,3,3,0,0,0,1,96,36,2,60,61,60,77,60,16,3,1,3
4,99,1,2,2,14,1,2,0,0,0,85,0,50,85,100,70,85,40,100,100,1,4,10
7,6,5,4,1,10,5,3,0,0,1,10,70,95,10,70,61,60,95,70,5,2,1,3
7,3,2,2,3,12,2,3,-1,-1,0,60,6,15,80,74,61,75,80,95,40,1,4,10
0,5,7,2,-1,11,1,2,-1,-1,0,61,0,51,85,60,63,54,69,78,50,3,6,6
4,99,2,3,1,10,1,3,-1,-1,1,85,1,1,50,85,50,-9,50,85,61,3,4,10
7,99,7,3,-1,9,1,3,0,1,0,50,65,50,50,100,50,50,100,85,50,2,4,9
7,4,6,2,-1,9,1,3,-1,-1,0,41,60,50,0,90,70,41,15,100,40,2,4,10
7,7,1,3,2,9,1,3,0,0,0,30,70,100,50,60,70,50,85,70,0,2,4,5
5,2,1,4,-1,9,4,3,-1,-1,0,82,0,53,97,97,80,73,69,85,98,1,4,9
7,7,1,3,1,14,4,3,-1,-1,1,0,85,100,30,85,60,70,85,30,0,2,4,2
7,1,7,3,-1,11,1,1,1,0,7,5,55,0,55,65,5,55,15,100,-9,1,2,9
5,5,7,2,4,13,1,2,0,0,5,20,65,50,40,70,30,50,70,100,15,1,4,9
7,5,1,2,-1,13,2,2,0,0,1,15,40,30,50,60,40,40,85,85,15,3,4,4
3,99,7,4,4,10,1,3,0,1,0,15,59,71,50,85,52,40,41,99,87,1,4,6
7,6,1,3,1,12,4,3,0,1,5,0,85,100,50,100,85,-9,100,50,0,3,4,9
5,3,2,2,-1,12,1,2,0,0,3,79,15,0,85,100,40,50,85,100,50,1,6,10
7,3,7,3,-1,10,2,3,1,0,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
2,5,1,2,4,13,-9,2,-1,-1,3,25,70,60,52,88,20,85,78,94,59,1,2,4
2,99,7,5,4,9,3,3,-1,-1,0,60,0,50,50,50,50,50,50,50,100,1,4,8
7,6,1,2,1,16,5,3,0,0,10,0,80,90,30,90,70,85,100,85,0,2,1,7
7,2,7,5,-1,14,3,1,1,0,0,85,0,0,85,85,60,70,70,100,70,2,2,10
7,3,1,2,2,13,1,1,-1,-1,1,100,0,60,85,85,70,70,100,85,85,2,4,10
7,6,1,3,2,13,2,3,-1,-1,-9,0,86,90,0,50,61,52,60,50,0,2,1,4
7,5,1,3,3,14,1,3,0,0,8,1,49,0,70,50,45,50,40,70,0,2,2,8
5,3,7,3,3,16,1,3,0,0,10,85,16,16,69,79,44,43,90,53,56,2,7,10
7,3,3,3,4,13,1,2,0,0,0,70,30,51,21,51,16,9,76,69,59,1,4,10
7,99,7,4,-1,10,4,3,-1,-1,0,1,100,60,40,60,70,50,60,60,70,2,2,2
4,1,6,2,1,13,1,1,0,0,0,85,0,0,100,85,15,15,40,70,100,1,4,10
7,5,1,2,1,6,3,3,-1,-1,0,60,40,-9,50,75,40,-9,85,-9,30,3,3,8
7,4,7,4,5,9,3,3,-1,-1,0,98,3,-9,-9,82,-9,18,51,77,70,1,4,9
5,6,6,3,2,10,3,3,0,0,13,0,85,50,50,70,40,60,100,85,15,3,4,2
3,4,2,3,3,9,1,3,-1,-1,0,70,0,82,43,95,26,34,43,57,100,1,6,8
6,99,6,2,-1,10,3,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
6,3,2,4,-1,10,1,2,-1,-1,1,90,15,51,90,100,41,61,80,86,70,1,4,8
3,4,1,4,-1,10,2,2,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
6,99,7,2,-1,10,1,3,-1,-1,2,100,2,10,70,77,25,0,40,79,57,1,4,4
5,3,6,3,-1,13,1,2,1,1,0,60,2,40,40,50,40,30,70,70,50,1,4,9
7,6,1,2,2,11,5,3,0,1,2,0,85,87,51,70,85,86,88,90,16,3,1,1
7,5,1,3,4,10,2,3,0,1,0,100,30,-9,50,100,50,40,70,100,85,1,4,9
0,99,7,2,-1,8,2,3,-1,-1,0,60,50,50,51,60,60,50,86,100,0,2,4,8
7,4,6,3,2,10,3,3,-1,-1,0,100,0,100,100,100,60,40,60,70,100,3,6,8
7,4,1,4,-1,13,1,1,1,0,0,39,2,0,100,85,32,47,75,100,98,1,6,10
7,6,1,4,2,9,3,3,-1,-1,2,15,100,85,30,50,60,85,85,50,15,1,4,5
5,6,5,4,-1,16,2,3,0,0,0,2,92,59,40,60,40,50,46,84,3,2,4,3
7,7,1,2,-1,9,4,2,0,1,2,0,100,85,60,100,85,85,85,100,0,2,1,2
3,2,6,2,-1,16,1,2,1,0,0,100,0,2,85,50,40,70,71,100,51,1,4,10
5,6,2,3,2,13,3,3,-1,-1,4,40,70,60,60,85,70,70,85,85,50,3,4,4
4,99,2,2,4,10,1,2,0,0,0,80,5,75,100,100,50,60,55,50,100,1,4,6
7,3,4,4,1,13,3,2,-1,-1,0,85,60,85,85,85,70,70,70,85,60,3,4,10
7,2,1,2,-1,14,1,1,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,2,1,2,4,13,2,2,1,1,5,99,0,10,90,80,0,0,75,90,75,3,4,10
7,4,2,2,1,13,3,3,0,0,0,60,30,50,100,70,50,50,95,85,50,2,4,10
7,6,1,4,1,14,1,3,0,0,0,15,60,70,15,100,40,30,70,85,15,3,1,9
7,2,6,3,-1,10,5,2,0,0,0,41,3,16,3,44,18,5,72,96,44,1,4,10
7,4,7,3,1,13,4,2,-1,-1,0,3,87,51,51,100,40,52,90,85,72,3,2,10
5,99,4,3,4,9,3,3,-5,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,5,1,3,2,11,1,3,1,0,4,60,40,59,50,100,31,41,31,70,85,3,4,10
7,7,1,2,3,13,1,3,-1,-1,0,0,100,85,70,100,85,70,100,100,0,2,1,3
0,5,6,3,2,13,2,2,0,0,0,70,16,60,70,66,59,34,46,62,65,2,-9,10
7,2,3,3,-1,14,1,1,1,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,6,6,2,4,10,4,3,0,0,4,0,85,60,50,30,70,60,85,60,0,1,4,7
1,4,7,4,-1,11,2,3,-1,-1,0,90,25,0,75,75,0,70,90,100,40,1,4,4
5,6,2,4,3,9,5,3,0,0,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,4,7,2,-1,10,4,3,0,0,0,30,85,50,50,100,85,85,100,100,85,1,4,3
7,3,1,4,-1,12,1,1,0,0,2,98,2,51,66,71,31,51,70,79,70,1,2,10
5,99,6,4,4,12,3,3,0,1,1,15,85,50,30,50,50,50,70,50,60,3,6,9
7,3,1,4,-1,95,3,3,-1,-1,0,0,2,60,70,70,30,70,85,70,85,1,2,8
7,6,-1,2,1,13,1,3,0,1,-9,1,70,49,16,-9,-9,-9,70,72,-9,3,1,-9
4,99,6,3,2,14,3,3,-9,-9,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
7,6,5,4,-1,7,1,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,6,1,2,3,12,1,3,-1,-1,-9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
